Timestamp,1. What is your age?,2. What is your role in the educational sector?,3. What is your gender?,4. What is your current academic level?,"5. Are you aware of the use of generative AI (e.g., ChatGPT, Gemini, Grammarly, QuillBot) in educational settings?","6. How frequently do you use generative AI tools (e.g., Gemini, Grammarly, ChatGPT, AI tutors) in your studies or teaching?",7. How has the use of generative AI technology affected your learning or teaching experience?,8. How effective do you find AI-generated educational content in helping you understand complex subjects?,9. Do you believe AI-generated content enhances your critical thinking and problem-solving skills?,10. How do you rate the quality of AI-generated educational content compared to traditional educational resources?,10. What benefits have you experienced with the integration of AI-generated educational content? (Select all that apply),11. What challenges have you encountered with AI-generated educational content? (Select all that apply),12. How supportive are you of further integrating AI-generated educational content into the curriculum?,"13. How familiar are you with generative AI technology (e.g., ChatGPT, AI content generators)?",14. How would you rate your overall attitude towards the use of generative AI in education?,15. What benefits do you perceive generative AI could bring to the educational process? (Select all that apply),16. What concerns do you have about the use of generative AI in education? (Select all that apply),17. What recommendations do you have for improving the use of generative AI in education?,18. Please provide any additional comments or suggestions regarding the use of generative AI in Ghana’s tertiary education.
2024/07/16 7:54:46 AM MDT,46-55,Student,Female,PHD,Yes,Daily,Significantly improved,3,Neutral,3,Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Lack of human interaction;Reliability of information;Privacy concerns,Strongly supportive,1,2,Improves efficiency in administrative tasks;Provides innovative teaching tools;Facilitates student engagement,Academic integrity;Job displacement for educators;Dependence on technology,Ideas ,No
2024/07/16 7:56:31 AM MDT,26-35,Educator,Male,PHD,Yes,Weekly,Significantly improved,2,Strongly agree,2,Improved understanding of subjects;Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Technical issues;Lack of human interaction;Reliability of information;Privacy concerns,Strongly supportive,3,2,Improves efficiency in administrative tasks;Provides innovative teaching tools;Facilitates student engagement,Academic integrity;Job displacement for educators;Dependence on technology,No ,No 
2024/07/16 8:02:13 AM MDT,26-35,Student,Male,Degree,Yes,Weekly,Significantly improved,1,Strongly agree,2,Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Reliability of information;Privacy concerns,Strongly supportive,2,3,Enhances personalized learning;Improves efficiency in administrative tasks;Provides innovative teaching tools;Facilitates student engagement,Academic integrity;Job displacement for educators;Dependence on technology,Ideas ,No 
2024/07/16 10:38:32 PM MDT,26-35,Educator,Female,Masters,Yes,Monthly,Somewhat improved,1,Strongly agree,1,Improved understanding of subjects;Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Lack of human interaction;Reliability of information;Privacy concerns,Strongly supportive,1,1,Improves efficiency in administrative tasks;Provides innovative teaching tools;Facilitates student engagement,Privacy issues;Academic integrity;Job displacement for educators;Dependence on technology,No,No 
2024/07/16 10:40:10 PM MDT,46-55,Educator,Male,Masters,Yes,Monthly,Somewhat improved,1,Agree,2,Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Lack of human interaction;Reliability of information;Privacy concerns,Supportive,1,1,Improves efficiency in administrative tasks;Provides innovative teaching tools;Facilitates student engagement,Academic integrity;Job displacement for educators;Dependence on technology,No ,No 
2024/07/16 10:41:29 PM MDT,36-45,Educator,Female,PHD,Yes,Weekly,Somewhat improved,1,Strongly agree,1,Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Lack of human interaction;Reliability of information;Privacy concerns,Strongly supportive,1,1,Enhances personalized learning;Improves efficiency in administrative tasks;Provides innovative teaching tools;Facilitates student engagement,Academic integrity;Job displacement for educators;Dependence on technology,,
2024/07/16 10:42:50 PM MDT,26-35,Student,Male,Degree,,Daily,Significantly improved,1,Strongly agree,1,Improved understanding of subjects;Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Lack of human interaction;Reliability of information;Privacy concerns,Strongly supportive,1,1,Improves efficiency in administrative tasks;Provides innovative teaching tools;Facilitates student engagement,Privacy issues;Academic integrity;Job displacement for educators;Dependence on technology,,
2024/07/16 10:44:05 PM MDT,46-55,Educator,Male,Masters,Yes,Daily,Significantly improved,1,Strongly agree,1,Improved understanding of subjects;Increased engagement in learning;Personalized learning experience,Lack of human interaction;Reliability of information;Privacy concerns,Strongly supportive,2,2,Improves efficiency in administrative tasks;Provides innovative teaching tools;Facilitates student engagement,Academic integrity;Job displacement for educators;Dependence on technology,,
2024/07/16 10:45:18 PM MDT,26-35,Student,Male,Degree,Yes,Daily,Somewhat improved,1,Strongly agree,1,Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Technical issues;Reliability of information;Privacy concerns,Supportive,2,1,Enhances personalized learning;Provides innovative teaching tools;Facilitates student engagement,Academic integrity;Job displacement for educators;Dependence on technology,,
2024/07/16 10:46:39 PM MDT,18-25,Student,Female,Degree,Yes,Daily,Significantly improved,1,Strongly agree,1,Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Lack of human interaction;Reliability of information;Privacy concerns,Strongly supportive,2,1,Improves efficiency in administrative tasks;Provides innovative teaching tools;Facilitates student engagement,Academic integrity;Job displacement for educators;Dependence on technology,,
2024/07/16 10:48:26 PM MDT,18-25,Student,Male,PHD,Yes,Weekly,Significantly improved,2,Strongly agree,2,Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Lack of human interaction;Reliability of information;Privacy concerns,Strongly supportive,1,1,Enhances personalized learning;Improves efficiency in administrative tasks;Provides innovative teaching tools;Facilitates student engagement,Academic integrity;Job displacement for educators;Dependence on technology,No ,No 
2024/07/16 10:50:14 PM MDT,26-35,Student,Female,Degree,Yes,Weekly,Significantly improved,1,Strongly agree,1,Improved understanding of subjects;Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Lack of human interaction;Reliability of information;Privacy concerns,Strongly supportive,1,1,Enhances personalized learning;Improves efficiency in administrative tasks;Provides innovative teaching tools;Facilitates student engagement,Academic integrity;Job displacement for educators;Dependence on technology,No ,No 
2024/07/16 10:52:20 PM MDT,56 and above,Educator,Female,Masters,No,Never,No change,3,Neutral,3,Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Reliability of information;Privacy concerns,Unsupportive,1,1,Improves efficiency in administrative tasks;Provides innovative teaching tools;Facilitates student engagement,Academic integrity;Job displacement for educators;Dependence on technology,No ,No idea 
2024/07/16 10:54:02 PM MDT,26-35,Educator,Female,PHD,Yes,Rarely,No change,3,Neutral,1,Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Lack of human interaction;Reliability of information;Privacy concerns,Supportive,1,1,Enhances personalized learning;Improves efficiency in administrative tasks;Provides innovative teaching tools;Facilitates student engagement,Academic integrity;Job displacement for educators;Dependence on technology,,
2024/07/16 10:55:21 PM MDT,46-55,Educator,Female,Masters,Yes,Monthly,Somewhat improved,2,Strongly agree,1,Improved understanding of subjects;Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Lack of human interaction;Reliability of information;Privacy concerns,Strongly supportive,2,1,Improves efficiency in administrative tasks;Provides innovative teaching tools;Facilitates student engagement,Privacy issues;Academic integrity;Job displacement for educators;Dependence on technology,,
2024/07/16 10:58:50 PM MDT,18-25,Educator,Female,Masters,Yes,Daily,Significantly improved,1,Strongly agree,1,Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Technical issues;Reliability of information;Privacy concerns,Strongly supportive,1,1,Enhances personalized learning;Improves efficiency in administrative tasks;Provides innovative teaching tools;Facilitates student engagement,Privacy issues;Academic integrity;Job displacement for educators;Dependence on technology,It should be fine tuned for specific task ,Ethical issues should be taken into consideration 
2024/07/16 11:00:06 PM MDT,46-55,Educator,Female,Masters,Yes,Monthly,Somewhat improved,1,Agree,1,Improved understanding of subjects;Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Technical issues;Lack of human interaction;Reliability of information;Privacy concerns,Strongly supportive,1,1,Improves efficiency in administrative tasks;Provides innovative teaching tools;Facilitates student engagement,Privacy issues;Academic integrity;Job displacement for educators;Dependence on technology,No ,Ethical issues should be taken into consideration 
2024/07/16 11:01:38 PM MDT,46-55,Educator,Female,Masters,Yes,Rarely,Somewhat improved,1,Strongly agree,1,Improved understanding of subjects;Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Lack of human interaction;Reliability of information;Privacy concerns,Strongly supportive,1,1,Enhances personalized learning;Improves efficiency in administrative tasks;Provides innovative teaching tools;Facilitates student engagement,Privacy issues;Academic integrity;Job displacement for educators;Dependence on technology,No ,Ethical issues should be taken into consideration 
2024/07/16 11:03:14 PM MDT,18-25,Educator,Male,Masters,Yes,Rarely,Somewhat improved,2,Strongly agree,2,Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Technical issues;Reliability of information;Privacy concerns,Supportive,1,1,Improves efficiency in administrative tasks;Provides innovative teaching tools;Facilitates student engagement,Academic integrity;Job displacement for educators;Dependence on technology,No ,Ethical issues should be taken into consideration 
2024/07/16 11:04:41 PM MDT,36-45,Educator,Female,Masters,Yes,Monthly,Somewhat improved,2,Agree,2,Improved understanding of subjects;Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Lack of human interaction;Reliability of information;Privacy concerns,Strongly supportive,2,2,Provides innovative teaching tools;Facilitates student engagement,Academic integrity;Job displacement for educators;Dependence on technology,No ,Ethical issues should be taken into consideration 
2024/07/16 11:06:00 PM MDT,46-55,Educator,Male,Masters,Yes,Rarely,Somewhat improved,2,Strongly agree,2,Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Lack of human interaction;Reliability of information;Privacy concerns,Strongly supportive,1,1,Improves efficiency in administrative tasks;Provides innovative teaching tools;Facilitates student engagement,Privacy issues;Academic integrity;Job displacement for educators;Dependence on technology,No ,Ethical issues should be taken into consideration 
2024/07/16 11:08:00 PM MDT,46-55,Educator,Female,Masters,Yes,Rarely,Somewhat improved,1,Strongly agree,2,Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Reliability of information;Privacy concerns,Strongly supportive,2,2,Enhances personalized learning;Provides innovative teaching tools,Academic integrity;Job displacement for educators;Dependence on technology,No ,Ethical issues should be taken into consideration 
2024/07/16 11:09:18 PM MDT,36-45,Educator,Male,PHD,Yes,Monthly,Somewhat improved,1,Strongly agree,1,Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Reliability of information;Privacy concerns,Supportive,1,1,Enhances personalized learning;Provides innovative teaching tools;Facilitates student engagement,Privacy issues;Academic integrity;Job displacement for educators;Dependence on technology,,Ethical issues should be taken into consideration 
2024/07/16 11:11:27 PM MDT,18-25,Student,Female,Degree,Yes,Weekly,Somewhat improved,1,Agree,2,Personalized learning experience;Accessibility to diverse resources,Reliability of information;Privacy concerns,Supportive,2,2,Improves efficiency in administrative tasks;Provides innovative teaching tools,Academic integrity;Job displacement for educators;Dependence on technology,Nope ,Ethical issues should be taken into consideration 
2024/07/16 11:13:36 PM MDT,26-35,Student,Female,Degree,No,Never,No change,3,Neutral,3,Personalized learning experience;Accessibility to diverse resources,Reliability of information;Privacy concerns,Neutral,3,3,Improves efficiency in administrative tasks;Provides innovative teaching tools;Facilitates student engagement,Academic integrity;Job displacement for educators;Dependence on technology,,Ethical issues should be taken into consideration 
2024/07/16 11:15:08 PM MDT,26-35,Educator,Male,Masters,Yes,Daily,Somewhat improved,1,Strongly agree,2,Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Reliability of information;Privacy concerns,Strongly supportive,1,1,Enhances personalized learning;Provides innovative teaching tools,Job displacement for educators;Dependence on technology,,Ethical issues should be taken into consideration 
2024/07/16 11:16:38 PM MDT,36-45,Educator,Male,Masters,Yes,Daily,Significantly improved,1,Strongly agree,1,Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Reliability of information;Privacy concerns,Strongly supportive,2,2,Provides innovative teaching tools;Facilitates student engagement,Job displacement for educators;Dependence on technology,,Ethical issues should be taken into consideration 
2024/07/16 11:18:35 PM MDT,26-35,Student,Male,PHD,Yes,Weekly,Somewhat improved,1,Strongly agree,1,Personalized learning experience;Accessibility to diverse resources,Reliability of information;Privacy concerns,Strongly supportive,1,1,Provides innovative teaching tools;Facilitates student engagement,Job displacement for educators;Dependence on technology,,Ethical issues should be taken into consideration 
2024/07/16 11:20:06 PM MDT,26-35,Educator,Male,Masters,No,Never,No change,3,Neutral,3,Personalized learning experience;Accessibility to diverse resources,Lack of human interaction;Reliability of information,Neutral,3,3,Provides innovative teaching tools;Facilitates student engagement,Job displacement for educators;Dependence on technology,,Ethical issues should be taken into consideration 
2024/07/16 11:21:21 PM MDT,18-25,Student,Male,Degree,Yes,Daily,Significantly improved,1,Strongly agree,1,Improved understanding of subjects;Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Lack of human interaction;Reliability of information;Privacy concerns,Strongly supportive,1,1,Improves efficiency in administrative tasks;Provides innovative teaching tools;Facilitates student engagement,Academic integrity;Job displacement for educators;Dependence on technology,,Ethical issues should be taken into consideration 
2024/07/16 11:23:19 PM MDT,18-25,Educator,Female,Degree,No,Never,No change,3,Neutral,3,Personalized learning experience;Accessibility to diverse resources,Reliability of information;Privacy concerns,Neutral,3,2,Provides innovative teaching tools;Facilitates student engagement,Academic integrity;Job displacement for educators;Dependence on technology,No ,Ethical issues should be taken into consideration 
2024/07/16 11:24:41 PM MDT,18-25,Student,Female,PHD,No,Never,No change,3,Neutral,3,Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Lack of human interaction;Reliability of information;Privacy concerns,Strongly supportive,3,3,Improves efficiency in administrative tasks;Provides innovative teaching tools;Facilitates student engagement,Academic integrity;Job displacement for educators;Dependence on technology,Nope ,Ethical issues should be taken into consideration 
2024/07/16 11:26:05 PM MDT,46-55,Educator,Female,Masters,No,Never,No change,3,Neutral,3,Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Lack of human interaction;Reliability of information;Privacy concerns,Strongly supportive,1,1,Improves efficiency in administrative tasks;Provides innovative teaching tools;Facilitates student engagement,Job displacement for educators;Dependence on technology,,Ethical issues should be taken into consideration 
2024/07/16 11:27:18 PM MDT,36-45,Educator,Female,Masters,No,Never,No change,3,Neutral,3,Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Lack of human interaction;Reliability of information;Privacy concerns,Neutral,3,3,Improves efficiency in administrative tasks;Provides innovative teaching tools;Facilitates student engagement,Job displacement for educators;Dependence on technology,,Ethical issues should be taken into consideration 
2024/07/16 11:28:40 PM MDT,18-25,Educator,Male,Degree,Yes,Weekly,No change,1,Strongly agree,1,Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Reliability of information;Privacy concerns,Strongly supportive,3,3,Improves efficiency in administrative tasks;Provides innovative teaching tools;Facilitates student engagement,Job displacement for educators;Dependence on technology,Nope ,Ethical issues should be taken into consideration 
2024/07/16 11:29:53 PM MDT,36-45,Educator,Male,Masters,Yes,Daily,Significantly improved,1,Strongly agree,1,Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Technical issues;Lack of human interaction;Reliability of information,Strongly supportive,1,1,Improves efficiency in administrative tasks;Provides innovative teaching tools;Facilitates student engagement,Academic integrity;Job displacement for educators;Dependence on technology,No ,Ethical issues should be taken into consideration 
2024/07/16 11:31:05 PM MDT,26-35,Student,Male,PHD,No,Never,No change,3,Neutral,3,Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Lack of human interaction;Reliability of information;Privacy concerns,Neutral,3,3,Improves efficiency in administrative tasks;Provides innovative teaching tools;Facilitates student engagement,Academic integrity;Job displacement for educators;Dependence on technology,No ,Ethical issues should be taken into consideration 
2024/07/16 11:32:31 PM MDT,36-45,Student,Male,Degree,No,Never,No change,3,Neutral,3,Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Reliability of information;Privacy concerns,Neutral,3,3,Improves efficiency in administrative tasks;Provides innovative teaching tools;Facilitates student engagement,Academic integrity;Job displacement for educators;Dependence on technology,No idea ,Ethical issues should be taken into consideration 
2024/07/17 3:27:07 AM MDT,18-25,Educator,Female,PHD,Yes,Weekly,Significantly improved,1,Strongly agree,1,Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Technical issues;Reliability of information;Privacy concerns,Strongly supportive,1,1,Enhances personalized learning;Provides innovative teaching tools;Facilitates student engagement,Job displacement for educators;Dependence on technology,,Ethical issues should be taken into consideration 
2024/07/17 3:28:36 AM MDT,18-25,Student,Male,PHD,Yes,Daily,Significantly improved,1,Strongly agree,1,Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Reliability of information;Privacy concerns,Strongly supportive,1,1,Enhances personalized learning;Provides innovative teaching tools;Facilitates student engagement,Academic integrity;Job displacement for educators;Dependence on technology,,Ethical issues should be taken into consideration 
2024/07/17 3:29:54 AM MDT,18-25,Student,Female,PHD,No,Never,No change,1,Strongly agree,1,Improved understanding of subjects;Personalized learning experience;Accessibility to diverse resources,Technical issues;Reliability of information;Privacy concerns,Strongly supportive,1,1,Enhances personalized learning;Provides innovative teaching tools;Facilitates student engagement,Academic integrity;Job displacement for educators;Dependence on technology,No ,Ethical issues should be taken into consideration 
2024/07/17 3:31:06 AM MDT,46-55,Educator,Male,PHD,Yes,Daily,Significantly improved,1,Strongly agree,1,Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Reliability of information;Privacy concerns,Supportive,1,1,Provides innovative teaching tools;Facilitates student engagement,Academic integrity;Job displacement for educators,,Ethical issues should be taken into consideration 
2024/07/17 3:34:28 AM MDT,56 and above,Educator,Male,Masters,Yes,Rarely,No change,3,Disagree,3,Personalized learning experience;Accessibility to diverse resources,Reliability of information;Privacy concerns,Unsupportive,1,2,Improves efficiency in administrative tasks;Provides innovative teaching tools;Facilitates student engagement,Academic integrity;Job displacement for educators;Dependence on technology,Not advisable ,Over dependence on technology 
2024/07/17 3:37:53 AM MDT,56 and above,Educator,Female,Masters,No,Never,No change,3,Neutral,3,None ,Reliability of information;Privacy concerns,Neutral,3,3,Provides innovative teaching tools;Facilitates student engagement,Job displacement for educators;Dependence on technology,Implementation of academic policies regarding the the use of these technologies ,Over dependence on technology 
2024/07/17 3:39:27 AM MDT,26-35,Student,Female,PHD,Yes,Monthly,Somewhat improved,2,Disagree,3,Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Lack of human interaction;Reliability of information;Privacy concerns,Neutral,1,2,Improves efficiency in administrative tasks;Provides innovative teaching tools;Facilitates student engagement,Academic integrity;Job displacement for educators;Dependence on technology,,Over dependence on technology 
2024/07/17 3:41:58 AM MDT,46-55,Educator,Male,Masters,Yes,Rarely,No change,3,Neutral,3,Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Lack of human interaction;Reliability of information;Privacy concerns,Neutral,1,1,Improves efficiency in administrative tasks;Provides innovative teaching tools;Facilitates student engagement,Academic integrity;Job displacement for educators;Dependence on technology,,No idea 
2024/07/17 3:43:33 AM MDT,26-35,Student,Male,PHD,Yes,Rarely,Somewhat improved,2,Neutral,1,Personalized learning experience;Accessibility to diverse resources,Technical issues;Privacy concerns,Strongly supportive,1,1,Provides innovative teaching tools;Facilitates student engagement,Job displacement for educators;Dependence on technology,No ,Over dependence on technology 
2024/07/17 3:45:02 AM MDT,36-45,Student,Male,PHD,,Monthly,Somewhat improved,2,Agree,1,Increased engagement in learning;Accessibility to diverse resources,Reliability of information;Privacy concerns,Strongly supportive,2,2,Enhances personalized learning;Improves efficiency in administrative tasks,Job displacement for educators;Dependence on technology,,No idea 
2024/07/17 6:18:30 AM MDT,26-35,Student,Male,Degree,Yes,Weekly,Significantly improved,1,Strongly agree,1,Improved understanding of subjects;Increased engagement in learning;Personalized learning experience;Accessibility to diverse resources,Technical issues;Reliability of information;Privacy concerns,Strongly supportive,1,1,Enhances personalized learning;Improves efficiency in administrative tasks;Provides innovative teaching tools;Facilitates student engagement,Privacy issues;Academic integrity,,
